player,display_name,slug,team,position,contract_type,actual_cap_hit,predicted_log_cap_hit,predicted_market_value,contract_surplus,log_contract_surplus,agent,signing_gm,age,games_played,goals,assists,points,plus_minus,pim,points_per_60,icf_per_60,iscf_per_60,ihdcf_per_60,giveaways_per_60,takeaways_per_60,hits_per_60,shots_blocked_per_60,r2
Jacob Melanson,Jacob Melanson,jacob-melanson-sea-r-elc,SEA,R,ELC,826111,12.925245164752015,410546.7819636833,-415564.2180363167,-0.6992392612891578,Bryan Dube,Ron Francis,23,36,2,3,5,-9,32,0.89,14.23,8.72,4.63,2.67,0.71,33.63,2.31,0.4695442670482678
Jaden Schwartz,Jaden Schwartz,jaden-schwartz-sea-l-std,SEA,L,STD,5500000,15.061656075417432,3476915.3862437513,-2023084.6137562487,-0.45860257478526734,Brian & Scott Bartlett,Ron Francis,33,50,11,15,26,5,8,1.94,11.6,6.84,3.87,3.49,1.86,2.38,3.05,0.4695442670482678
Jamie Oleksiak,Jamie Oleksiak,jamie-oleksiak-sea-d-std,SEA,D,STD,4600000,15.021703112998603,3340740.7205963414,-1259259.2794036586,-0.31986374846072074,Wade Arnott,Ron Francis,33,78,5,10,15,9,36,0.68,7.5,1.32,0.41,3.23,0.86,5.09,4.82,0.4695442670482678
Jani Nyman,Jani Nyman,jani-nyman-sea-r-elc,SEA,R,ELC,891666,13.789333951450727,974163.0308793405,82497.03087934048,0.08848704947042307,Patrik Aronsson,Ron Francis,21,28,4,3,7,-5,6,1.42,14.19,7.91,3.24,2.64,0.2,4.66,1.22,0.4695442670482678
Jared McCann,Jared McCann,jared-mccann-sea-l-std,SEA,L,STD,5000000,15.211038754505473,4037106.395206386,-962893.6047936138,-0.21390971589290153,Joseph Resnick,Ron Francis,30,52,20,20,40,-7,11,2.8,16.01,7.93,2.81,4.14,0.98,2.81,1.76,0.4695442670482678
Jordan Eberle,Jordan Eberle,jordan-eberle-sea-r-std,SEA,R,STD,4750000,15.621604536807622,6086626.448203888,1336626.4482038878,0.24794936079679886,Craig Oster,Ron Francis,36,80,26,29,55,2,28,2.24,12.62,7.96,4.71,2.27,0.97,2.23,1.75,0.4695442670482678
Matthew Beniers,Matthew Beniers,matthew-beniers-sea-c-std,SEA,C,STD,7142857,14.711695128050202,2450236.547965407,-4692620.452034593,-1.0699282662869045,Pat Brisson,Ron Francis,23,82,20,30,50,-8,23,1.9,12.15,8.12,3.76,3.11,0.8,1.18,2.62,0.4695442670482678
Oscar Fisker Molgaard,Oscar Fisker Molgaard,oscar-fisker-molgaard-sea-c-elc,SEA,C,ELC,891666,13.371790301746167,641644.891891882,-250021.10810811794,-0.3290566002341375,Claude Lemieux,Ron Francis,21,13,0,2,2,2,2,1.0,7.5,5.0,3.0,4.0,0.5,4.5,4.0,0.4695442670482678
Ryan Winterton,Ryan Winterton,ryan-winterton-sea-c-elc,SEA,C,ELC,828333,14.262758002064572,1564001.2542928108,735668.2542928108,0.6355874756343844,John Walters,Ron Francis,22,68,4,14,18,0,15,1.32,11.71,6.85,2.73,2.73,1.55,5.45,2.43,0.4695442670482678
Shane Wright,Shane Wright,shane-wright-sea-c-elc,SEA,C,ELC,886666,14.375019005823901,1749812.1649486527,863146.1649486527,0.6797953656141118,Kurt Overhardt,Ron Francis,22,74,12,15,27,6,10,1.58,11.04,7.64,3.88,3.94,0.7,3.0,3.47,0.4695442670482678
Vince Dunn,Vince Dunn,vince-dunn-sea-d-std,SEA,D,STD,7350000,15.24007653267967,4156053.618890171,-3193946.381109829,-0.5701343385093498,Patrick Morris,Ron Francis,29,81,11,33,44,-24,54,1.5099999999999998,12.99,3.45,0.51,3.01,0.99,0.92,2.94,0.4695442670482678
Bobby McMann,Bobby McMann,bobby-mcmann-sea-c-std,SEA,C,STD,1350000,15.159774572174689,3835362.729118312,2485362.729118312,1.0441594217600763,Brian & Scott Bartlett,Brad Treliving,30,78,29,17,46,-3,42,2.2199999999999998,15.98,8.35,3.43,2.12,0.87,7.97,1.3,0.4695442670482678
Cam Fowler,Cam Fowler,cam-fowler-stl-d-std,STL,D,STD,6500000,15.350007488240438,4638991.206814253,-1861008.7931857472,-0.33730524662542827,Pat Brisson,Bob Murray,34,82,4,26,30,-11,14,1.04,7.84,2.33,0.21,2.19,0.66,0.31,2.5,0.4695442670482678
Alexei Toropchenko,Alexei Toropchenko,alexei-toropchenko-stl-r-std,STL,R,STD,1700000,14.19129286466323,1456130.1094950226,-243869.89050497743,-0.1548459443632133,Patrick Morris,Doug Armstrong,26,65,4,7,11,-11,28,0.8500000000000001,8.7,5.7,2.85,2.31,0.62,10.16,4.31,0.4695442670482678
Colton Parayko,Colton Parayko,colton-parayko-stl-d-std,STL,D,STD,6500000,15.177695882899213,3904717.060367841,-2595282.939632159,-0.5096168519666531,Gerry Johannson,Doug Armstrong,33,77,4,14,18,-6,23,0.63,8.64,2.32,0.39,3.23,1.23,3.34,6.04,0.4695442670482678
Dalibor Dvorský,Dalibor Dvorský,dalibor-dvorsk-stl-r-elc,STL,R,ELC,886666,14.127509734239624,1366153.5676946463,479487.5676946463,0.4322860940298341,J.P. Barry,Doug Armstrong,21,71,12,9,21,-6,26,1.24,10.67,5.78,2.42,2.65,0.53,4.54,1.41,0.4695442670482678
Dylan Holloway,Dylan Holloway,dylan-holloway-stl-l-std,STL,L,STD,2290457,14.780670434422149,2625207.3317749714,334750.33177497145,0.1364085154830601,Blake Robson,Doug Armstrong,24,59,22,29,51,13,20,2.85,16.49,9.69,3.4,2.34,0.72,7.19,2.28,0.4695442670482678
Jake Neighbours,Jake Neighbours,jake-neighbours-stl-l-std,STL,L,STD,3750000,14.283111688059835,1596160.6152657454,-2153839.3847342543,-0.8541547098867586,Dave Cowan,Doug Armstrong,24,69,15,21,36,-7,43,2.06,9.19,7.25,4.28,2.46,0.8,8.68,2.06,0.4695442670482678
Jimmy Snuggerud,Jimmy Snuggerud,jimmy-snuggerud-stl-r-elc,STL,R,ELC,950000,14.776036503873048,2613070.4457841716,1663070.4457841716,1.0118192402963242,Ben Hankinson,Doug Armstrong,22,70,21,30,51,16,18,2.62,17.2,9.86,3.95,3.13,1.23,3.65,2.0,0.4695442670482678
Jordan Kyrou,Jordan Kyrou,jordan-kyrou-stl-r-std,STL,R,STD,8125000,15.376115006540504,4761698.577376091,-3363301.422623909,-0.5343412796395715,David Gagner,Doug Armstrong,28,72,18,28,46,-5,8,2.4299999999999997,19.02,10.38,3.44,2.81,1.17,0.74,1.48,0.4695442670482678
Matthew Kessel,Matthew Kessel,matthew-kessel-stl-d-std,STL,D,STD,800000,13.956576021060629,1151500.0262746417,351500.02627464174,0.3642090144105641,Lewis Gross,Doug Armstrong,26,29,2,1,3,1,10,0.5,7.1,1.32,0.33,2.48,0.17,3.63,4.29,0.4695442670482678
Nathan Walker,Nathan Walker,nathan-walker-stl-l-std,STL,L,STD,775000,14.10921987134606,1341393.9217256517,566393.9217256517,0.5486015630105765,Allan Walsh,Doug Armstrong,32,46,4,7,11,-9,28,1.2,7.83,5.0,3.15,2.83,0.33,19.47,3.81,0.4695442670482678
Oskar Sundqvist,Oskar Sundqvist,oskar-sundqvist-stl-c-std,STL,C,STD,1500000,14.669377843830901,2348712.4534670156,848712.4534670156,0.4484021777584619,Claude Lemieux,Doug Armstrong,32,52,5,12,17,-18,26,1.51,6.32,3.11,1.78,2.05,1.07,6.14,2.31,0.4695442670482678
Pavel Buchnevich,Pavel Buchnevich,pavel-buchnevich-stl-l-std,STL,L,STD,8000000,15.273231729098987,4296158.155546473,-3703841.8444535267,-0.6217203705451233,Mark Gandler & Todd Diamond,Doug Armstrong,31,81,20,28,48,-10,26,1.9899999999999998,11.56,7.6,3.51,2.73,1.07,1.24,1.65,0.4695442670482678
Philip Broberg,Philip Broberg,philip-broberg-stl-d-std,STL,D,STD,4580917,14.592273172358906,2174421.417901756,-2406495.582098244,-0.7451365820310549,Darren Ferris,Doug Armstrong,24,81,6,28,34,14,16,1.08,8.02,3.23,0.51,3.52,0.82,1.11,3.11,0.4695442670482678
Pius Suter,Pius Suter,pius-suter-stl-c-std,STL,C,STD,4125000,14.784608163280176,2635565.0660344907,-1489434.9339655093,-0.4479684144707434,Georges Mueller,Doug Armstrong,30,64,13,16,29,13,20,1.71,10.68,7.02,4.6,2.01,0.77,2.42,1.42,0.4695442670482678
Robert Thomas,Robert Thomas,robert-thomas-stl-c-std,STL,C,STD,8125000,14.988723845309112,3232362.4784141122,-4892637.521585887,-0.9217324408709633,Craig Oster,Doug Armstrong,26,64,25,39,64,22,24,3.15,9.61,6.56,2.81,4.73,1.53,0.49,1.97,0.4695442670482678
Theo Lindstein,Theo Lindstein,theo-lindstein-stl-d-elc,STL,D,ELC,918333,13.6633681521469,858865.9645223668,-59467.03547763324,-0.06694719677767047,Peter Wallen,Doug Armstrong,21,17,2,2,4,6,6,0.9,11.2,2.69,1.34,2.02,0.22,1.79,3.14,0.4695442670482678
Tyler Tucker,Tyler Tucker,tyler-tucker-stl-d-std,STL,D,STD,925000,14.482395311276061,1948158.8621594976,1023158.8621594976,0.7448462947814996,Ryan Barnes,Doug Armstrong,26,69,3,14,17,-4,81,1.03,9.69,2.66,0.42,3.51,0.79,6.06,3.09,0.4695442670482678
Logan Mailloux,Logan Mailloux,logan-mailloux-stl-d-elc,STL,D,ELC,875000,14.168363803589315,1423122.2786875705,548122.2786875705,0.48638463824956446,Darren Ferris,Kent Hughes,23,67,5,8,13,-10,48,0.7,10.09,2.24,0.75,3.63,0.96,4.97,2.99,0.4695442670482678
Justin Holl,Justin Holl,justin-holl-stl-d-std,STL,D,STD,3400000,14.458836204116784,1902798.4027456732,-1497201.5972543268,-0.5804497854696056,Brian & Scott Bartlett,Steve Yzerman,34,9,1,1,2,5,6,0.86,6.81,2.55,0.43,1.28,1.7,2.13,2.13,0.4695442670482678
Jack Finley,Jack Finley,jack-finley-stl-c-std,STL,C,STD,775000,13.484110921155297,717918.2051631076,-57081.7948368924,-0.07650738718018602,J.P. Barry,Julien BriseBois,23,44,2,3,5,2,38,0.7,6.32,4.21,2.53,1.69,0.14,10.53,1.26,0.4695442670482678
Conor Geekie,Conor Geekie,conor-geekie-t-b-c-elc,T.B,C,ELC,886666,13.24479567632717,565121.2994211816,-321544.70057881845,-0.4504279638826194,Judd Moldaver,Bill Armstrong,22,14,1,2,3,-3,8,1.3,9.1,3.47,2.17,4.33,1.3,14.3,2.6,0.4695442670482678
Oliver Bjorkstrand,Oliver Bjorkstrand,oliver-bjorkstrand-t-b-r-std,T.B,R,STD,5400000,15.282014505795548,4334056.536172688,-1065943.463827312,-0.21989500573895526,Peter Fish,Jarmo Kekalainen,31,80,12,20,32,-14,16,1.7600000000000002,14.63,9.74,3.3,2.09,0.77,4.68,2.15,0.4695442670482678
Anthony Cirelli,Anthony Cirelli,anthony-cirelli-t-b-c-std,T.B,C,STD,6250000,14.949618284495383,3108398.7634108346,-3141601.2365891654,-0.698473737217201,Patrick Morris,Julien BriseBois,28,71,23,29,52,38,48,2.54,10.74,8.15,5.08,2.44,1.22,2.44,2.29,0.4695442670482678
Brandon Hagel,Brandon Hagel,brandon-hagel-t-b-l-std,T.B,L,STD,6500000,15.409991138538532,4925769.8669705875,-1574230.1330294125,-0.2773215963273348,Allain Roy,Julien BriseBois,27,71,36,38,74,34,58,3.17,19.63,11.5,4.53,3.21,1.5,1.8,1.63,0.4695442670482678
Brayden Point,Brayden Point,brayden-point-t-b-c-std,T.B,C,STD,9500000,15.145973729827142,3782795.0661109784,-5717204.933889022,-0.9208286267436261,Gerry Johannson,Julien BriseBois,30,63,18,32,50,12,14,2.61,12.88,9.81,5.06,2.14,0.68,0.42,1.2,0.4695442670482678
Charle-Edouard D'Astous,Charle-Edouard D'Astous,charle-edouard-d-astous-t-b-d-std,T.B,D,STD,775000,14.804740170954558,2689161.9786852635,1914161.9786852635,1.2441218626190746,Dom De Blois,Julien BriseBois,28,70,6,23,29,-4,112,1.32,9.51,3.38,0.46,2.93,0.96,4.39,3.38,0.4695442670482678
Darren Raddysh,Darren Raddysh,darren-raddysh-t-b-d-std,T.B,D,STD,975000,15.53374509300958,5574677.872979324,4599677.872979324,1.7435523430295952,David Gagner,Julien BriseBois,30,73,22,48,70,21,72,2.54,16.66,4.27,0.65,2.64,0.51,2.43,2.5,0.4695442670482678
Declan Carlile,Declan Carlile,declan-carlile-t-b-d-std,T.B,D,STD,775000,14.134822675951767,1376180.7886590548,601180.7886590548,0.574204367616284,Peter Fish,Julien BriseBois,26,42,1,2,3,5,40,0.29000000000000004,9.57,3.38,0.1,2.13,0.58,4.93,3.67,0.4695442670482678
Dominic James,Dominic James,dominic-james-t-b-c-elc,T.B,C,ELC,910000,14.055112730002005,1270743.5124475071,360743.5124475071,0.33391285150897154,Chris Lepkowski,Julien BriseBois,23,43,7,8,15,4,8,1.71,12.89,6.39,2.96,4.68,1.6,6.61,1.48,0.4695442670482678
Emil Lilleberg,Emil Lilleberg,emil-lilleberg-t-b-d-std,T.B,D,STD,800000,14.026204653850245,1234534.648065523,434534.648065523,0.43383764720018014,Peter Wallen,Julien BriseBois,25,50,4,8,12,15,61,0.8300000000000001,6.79,1.53,0.42,2.91,0.42,6.66,3.12,0.4695442670482678
Erik Cernak,Erik Cernak,erik-cernak-t-b-d-std,T.B,D,STD,5200000,14.513401130584947,2009509.3195069982,-3190490.680493002,-0.9507680529667084,Craig Oster,Julien BriseBois,29,61,3,8,11,3,74,0.62,6.87,1.68,0.45,3.07,0.84,6.25,5.53,0.4695442670482678
Gage Goncalves,Gage Goncalves,gage-goncalves-t-b-c-std,T.B,C,STD,1200000,14.540898207144345,2065531.6464400217,865531.6464400217,0.5430660923861161,Shane Corston,Julien BriseBois,25,74,11,22,33,26,41,2.04,8.98,5.51,2.97,3.59,1.12,5.27,1.8,0.4695442670482678
Jake Guentzel,Jake Guentzel,jake-guentzel-t-b-c-std,T.B,C,STD,9000000,15.51718115519291,5483099.795931451,-3516900.204068549,-0.4955539801075819,Ben Hankinson,Julien BriseBois,31,81,38,50,88,13,61,3.2199999999999998,14.09,10.5,6.0,2.67,0.84,1.43,1.5,0.4695442670482678
Jakob Pelletier,Jakob Pelletier,jakob-pelletier-t-b-l-std,T.B,L,STD,775000,13.24198397840731,563534.5807712303,-211465.41922876972,-0.3186343299281731,Olivier Fortier,Julien BriseBois,25,5,0,0,0,-1,0,0.0,8.99,7.71,2.57,5.14,0.0,10.27,3.85,0.4695442670482678
Janis Jérôme Moser,Janis Jérôme Moser,janis-j-r-me-moser-t-b-d-std,T.B,D,STD,3375000,14.694094105330912,2407487.198577694,-967512.8014223059,-0.3378117769578548,Patrick Morris,Julien BriseBois,26,79,7,22,29,41,69,1.02,8.8,2.78,0.6,2.82,0.77,2.15,3.2,0.4695442670482678
Maxwell Crozier,Maxwell Crozier,maxwell-crozier-t-b-d-std,T.B,D,STD,775000,14.23807342480201,1525867.1430303168,750867.1430303168,0.6774551164665272,Richard Evans,Julien BriseBois,26,35,1,9,10,7,40,1.07,10.81,2.03,0.43,2.25,0.54,4.28,3.32,0.4695442670482678
Mitchell Chaffee,Mitchell Chaffee,mitchell-chaffee-t-b-r-std,T.B,R,STD,800000,13.300096188787908,597253.0600778508,-202746.93992214918,-0.2922708178621569,Donald Meehan,Julien BriseBois,28,11,0,1,1,-2,4,0.57,6.85,5.13,2.85,3.99,0.0,16.55,2.85,0.4695442670482678
Nick Paul,Nick Paul,nick-paul-t-b-l-std,T.B,L,STD,3150000,14.591809590271664,2173413.6286968603,-976586.3713031397,-0.37110342053015266,Paul Capizzano,Julien BriseBois,31,51,7,8,15,-15,32,1.29,12.3,7.83,4.21,2.67,0.77,6.36,1.89,0.4695442670482678
Pontus Holmberg,Pontus Holmberg,pontus-holmberg-t-b-r-std,T.B,R,STD,1550000,14.655145041142122,2315520.460402213,765520.460402213,0.4013795522466932,Michael Deutsch,Julien BriseBois,27,70,11,11,22,1,31,1.42,12.84,8.35,3.85,2.95,0.77,4.24,1.99,0.4695442670482678
Scott Sabourin,Scott Sabourin,scott-sabourin-t-b-r-std,T.B,R,STD,775000,14.09097865477156,1317147.0829312883,542147.0829312883,0.5303603464360762,Patrick Morris,Julien BriseBois,33,26,1,4,5,1,89,1.45,9.87,5.51,3.48,2.9,0.29,18.28,3.19,0.4695442670482678
Victor Hedman,Victor Hedman,victor-hedman-t-b-d-std,T.B,D,STD,8000000,15.22120934162113,4078375.648016213,-3921624.351983787,-0.6737427580229802,Peter Wallen,Julien BriseBois,35,33,1,16,17,-1,10,1.6400000000000001,13.01,2.79,0.1,3.85,0.77,1.83,4.24,0.4695442670482678
Yanni Gourde,Yanni Gourde,yanni-gourde-t-b-c-std,T.B,C,STD,2333333,15.106466832690938,3636262.159274484,1302929.159274484,0.4436585571966134,Paul Corbeil,Julien BriseBois,34,82,9,19,28,-6,66,1.25,9.61,5.05,2.77,3.44,1.16,5.14,1.39,0.4695442670482678
Zemgus Girgensons,Zemgus Girgensons,zemgus-girgensons-t-b-c-std,T.B,C,STD,850000,14.66064237896191,2328284.711155488,1478284.7111554882,1.0076507504954115,Paul Capizzano,Julien BriseBois,32,74,9,11,20,1,31,1.0899999999999999,9.66,6.42,3.73,2.31,0.33,10.71,2.42,0.4695442670482678
Nikita Kucherov,Nikita Kucherov,nikita-kucherov-t-b-r-std,T.B,R,STD,9500000,16.421195842952056,13540501.226276472,4040501.226276472,0.3543934863812872,Daniel Milstein,Steve Yzerman,33,76,44,86,130,43,50,5.05,20.69,8.93,2.72,4.81,0.82,1.4,1.13,0.4695442670482678
Ryan McDonagh,Ryan McDonagh,ryan-mcdonagh-t-b-d-std,T.B,D,STD,6750000,15.296901106888177,4399058.535935105,-2350941.464064895,-0.42815195596053535,Ben Hankinson,Steve Yzerman,37,48,6,15,21,14,6,1.3599999999999999,6.88,2.08,0.45,3.05,0.91,1.23,4.93,0.4695442670482678
Curtis Douglas,Curtis Douglas,curtis-douglas-t-b-c-std,T.B,C,STD,775000,13.729287371758549,917389.459697229,142389.45969722897,0.16866906342306542,Patrick Morris,Bill Armstrong,26,43,1,3,4,-3,108,0.83,11.99,7.65,5.17,3.72,1.24,13.23,2.48,0.4695442670482678
Matias Maccelli,Matias Maccelli,matias-maccelli-tor-l-std,TOR,L,STD,3425000,14.677418348772893,2367673.4132502372,-1057326.5867497628,-0.36919368090556937,Ian Pulver,Bill Armstrong,25,71,14,25,39,-23,16,2.26,10.21,5.8,3.08,3.89,0.87,1.39,0.99,0.4695442670482678
Auston Matthews,Auston Matthews,auston-matthews-tor-c-std,TOR,C,STD,13250000,15.267353741801449,4270979.4649867425,-8979020.535013258,-1.1321543685950584,Judd Moldaver,Brad Treliving,28,60,27,26,53,-4,18,2.55,19.32,13.51,5.67,2.45,1.44,2.02,3.89,0.4695442670482678
Bo Groulx,Bo Groulx,bo-groulx-tor-c-std,TOR,C,STD,812500,13.725720609315486,914123.1779150603,101623.17791506031,0.11784941612945588,Allain Roy,Brad Treliving,26,13,3,2,5,4,0,1.47,9.41,4.41,1.76,3.24,0.0,10.0,1.76,0.4695442670482678
Christopher Tanev,Christopher Tanev,christopher-tanev-tor-d-std,TOR,D,STD,4500000,14.633352800340978,2265605.931030111,-2234394.068969889,-0.6862351543995704,Wade Arnott,Brad Treliving,36,11,0,2,2,8,0,0.61,5.46,0.61,0.0,2.43,1.52,0.61,4.55,0.4695442670482678
Easton Cowan,Easton Cowan,easton-cowan-tor-r-elc,TOR,R,ELC,873500,14.227336481477437,1509571.6325290075,636071.6325290075,0.5470730729211883,Andrew & Dave Maloney,Brad Treliving,21,66,11,18,29,-5,45,1.79,11.43,6.18,2.47,4.88,0.8,4.39,1.98,0.4695442670482678
Jacob Quillan,Jacob Quillan,jacob-quillan-tor-c-elc,TOR,C,ELC,875000,13.494452170080107,725380.8962979029,-149619.10370209708,-0.18752699525964367,Jerry Buckley,Brad Treliving,24,23,1,2,3,-5,2,0.76,8.13,2.29,1.52,3.05,1.52,11.69,3.3,0.4695442670482678
Jake McCabe,Jake McCabe,jake-mccabe-tor-d-std,TOR,D,STD,4513102,15.100145645281753,3613349.159674365,-899752.8403256349,-0.22234963464578783,Brian & Scott Bartlett,Brad Treliving,32,80,5,20,25,3,64,0.8400000000000001,5.96,1.67,0.37,2.88,0.9,3.48,6.36,0.4695442670482678
John Tavares,John Tavares,john-tavares-tor-c-std,TOR,C,STD,4389280,15.707272019902035,6631038.722175944,2241758.7221759437,0.4125962574132629,Pat Brisson,Brad Treliving,35,82,31,40,71,-28,28,2.8600000000000003,15.42,11.79,6.28,3.02,1.05,2.98,0.97,0.4695442670482678
Matthew Knies,Matthew Knies,matthew-knies-tor-l-std,TOR,L,STD,7750000,14.515259155069508,2013246.5078431668,-5736753.492156833,-1.3479442462600222,Matt Federico,Brad Treliving,23,79,23,43,66,-30,29,2.67,9.74,7.64,4.65,2.75,1.05,6.14,1.29,0.4695442670482678
Max Domi,Max Domi,max-domi-tor-c-std,TOR,C,STD,3750000,15.228937672847723,4110016.7950368198,360016.79503681976,0.09167127490112925,Judd Moldaver,Brad Treliving,31,80,12,24,36,-29,95,1.81,11.84,5.54,2.22,4.49,1.31,1.86,1.76,0.4695442670482678
Michael Pezzetta,Michael Pezzetta,michael-pezzetta-tor-l-std,TOR,L,STD,812500,12.606952310519128,298627.5161923057,-513872.4838076943,-1.0009188826669018,Paul Capizzano,Brad Treliving,28,9,0,0,0,-4,35,0.0,4.12,2.06,2.06,3.09,0.0,30.9,3.09,0.4695442670482678
Nicholas Robertson,Nicholas Robertson,nicholas-robertson-tor-l-std,TOR,L,STD,1825000,14.672751804949309,2356650.3014284116,531650.3014284116,0.2556612599505801,Pat Brisson,Brad Treliving,24,78,16,16,32,-13,10,1.94,13.85,8.57,3.89,4.07,1.4,4.56,2.19,0.4695442670482678
Oliver Ekman-Larsson,Oliver Ekman-Larsson,oliver-ekman-larsson-tor-d-std,TOR,D,STD,3500000,15.343516410573239,4608976.673313594,1108976.6733135944,0.275242884113597,Kevin Epp,Brad Treliving,34,78,8,31,39,-6,70,1.46,10.05,3.03,0.52,4.07,0.6,3.21,2.69,0.4695442670482678
Philippe Myers,Philippe Myers,philippe-myers-tor-d-std,TOR,D,STD,850000,14.296378227063423,1617477.2285201198,767477.2285201198,0.6433865985969245,Allain Roy,Brad Treliving,29,39,0,2,2,-10,22,0.21,10.37,2.12,0.21,3.7,0.42,5.82,5.4,0.4695442670482678
Simon Benoit,Simon Benoit,simon-benoit-tor-d-std,TOR,D,STD,1350000,14.31675738389837,1650778.221201674,300778.2212016741,0.2011422334837576,Philippe Lecavalier,Brad Treliving,27,73,0,6,6,-22,41,0.29,6.94,1.62,0.24,3.23,0.57,9.22,5.42,0.4695442670482678
Steven Lorentz,Steven Lorentz,steven-lorentz-tor-c-std,TOR,C,STD,1350000,14.612650864936084,2219185.6560105453,869185.6560105453,0.49703571452147166,Robert Hooper,Brad Treliving,30,71,7,11,18,-2,16,1.28,8.76,5.06,2.56,2.42,1.21,11.04,3.42,0.4695442670482678
William Nylander,William Nylander,william-nylander-tor-r-std,TOR,R,STD,11500000,15.561714838798073,5732801.222607137,-5767198.777392863,-0.6961427545354066,Lewis Gross,Brad Treliving,30,65,30,49,79,-14,16,3.76,14.64,6.94,3.38,3.23,1.47,0.62,1.24,0.4695442670482678
Brandon Carlo,Brandon Carlo,brandon-carlo-tor-d-std,TOR,D,STD,4100000,14.522216771967873,2027302.7480305044,-2072697.2519694956,-0.7042807597066627,Craig Oster,Don Sweeney,29,55,0,7,7,4,37,0.39,8.0,1.52,0.11,2.99,0.39,3.66,5.52,0.4695442670482678
Calle Jarnkrok,Calle Jarnkrok,calle-jarnkrok-tor-c-std,TOR,C,STD,2100000,14.740918497332391,2522897.2395690475,422897.23956904747,0.18347059463873983,Craig Oster,Kyle Dubas,34,56,6,2,8,-15,8,0.72,7.15,3.44,1.63,1.72,0.36,2.99,1.0,0.4695442670482678
Morgan Rielly,Morgan Rielly,morgan-rielly-tor-d-std,TOR,D,STD,7500000,15.391503226419438,4835539.323801205,-2664460.6761987954,-0.4389103520871007,J.P. Barry,Kyle Dubas,32,78,11,25,36,-18,29,1.31,12.01,3.78,0.47,3.17,0.8,1.27,4.15,0.4695442670482678
Dakota Joshua,Dakota Joshua,dakota-joshua-tor-c-std,TOR,C,STD,3250000,14.198130645479816,1466120.9266060763,-1783879.0733939237,-0.7960349088261047,Richard Evans,Patrik Allvin,30,55,10,8,18,-2,49,1.6,8.28,5.97,3.92,1.78,0.8,17.37,2.85,0.4695442670482678
Alexander Kerfoot,Alexander Kerfoot,alexander-kerfoot-uta-c-std,UTA,C,STD,3000000,14.653425754644687,2311542.8376564514,-688457.1623435486,-0.26069709198769786,J.P. Barry,Bill Armstrong,31,34,7,6,13,0,23,1.7999999999999998,8.69,4.42,1.93,3.59,0.83,4.14,3.73,0.4695442670482678
Barrett Hayton,Barrett Hayton,barrett-hayton-uta-c-std,UTA,C,STD,2650000,14.542941371270517,2069756.180840454,-580243.8191595459,-0.2471288266918883,Patrick Morris,Bill Armstrong,26,67,10,15,25,3,54,1.48,12.26,8.35,4.86,2.37,0.77,2.01,1.72,0.4695442670482678
Brandon Tanev,Brandon Tanev,brandon-tanev-uta-l-std,UTA,L,STD,2500000,14.267639388673418,1571654.4128881,-928345.5871119001,-0.46416190116501177,Wade Arnott,Bill Armstrong,34,56,0,3,3,-15,50,0.34,9.85,4.92,2.98,4.01,0.8,17.75,3.89,0.4695442670482678
Daniil But,Daniil But,daniil-but-uta-l-elc,UTA,L,ELC,950000,13.713325524428777,902862.4763760159,-47137.523623984074,-0.050891739147946424,Mark Gandler & Todd Diamond,Bill Armstrong,21,29,3,4,7,1,8,1.1600000000000001,15.6,9.46,6.47,2.99,0.66,2.65,2.99,0.4695442670482678
Dmitri Simashev,Dmitri Simashev,dmitri-simashev-uta-d-elc,UTA,D,ELC,950000,13.484471027302064,718176.7784757878,-231823.22152421216,-0.27974623627465967,Daniel Milstein,Bill Armstrong,21,28,0,1,1,-11,23,0.14,7.09,1.99,0.57,4.26,0.14,1.99,3.97,0.4695442670482678
Dylan Guenther,Dylan Guenther,dylan-guenther-uta-r-std,UTA,R,STD,7142875,15.286163110818475,4352074.173076108,-2790800.826923892,-0.4954628035155064,Kevin Epp,Bill Armstrong,23,79,40,33,73,7,28,3.19,23.14,10.3,3.62,2.97,0.7,2.88,1.22,0.4695442670482678
Ian Cole,Ian Cole,ian-cole-uta-d-std,UTA,D,STD,2800000,15.538519467162828,5601357.108576562,2801357.1085765623,0.6933894920173955,Kevin Magnuson,Bill Armstrong,37,82,3,20,23,16,50,0.92,7.01,2.0,0.2,3.8,0.6,2.92,6.05,0.4695442670482678
Jack McBain,Jack McBain,jack-mcbain-uta-c-std,UTA,C,STD,4250000,14.14668441749852,1392601.8883779326,-2857398.111622067,-1.11574512340208,Patrick Morris,Bill Armstrong,26,75,9,16,25,11,84,1.44,12.36,7.92,5.32,2.95,0.52,15.66,2.48,0.4695442670482678
John-Jason Peterka,John-Jason Peterka,john-jason-peterka-uta-r-std,UTA,R,STD,7700000,14.91927851766256,3015506.953115897,-4684493.046884103,-0.9374523691613526,Allan Walsh,Bill Armstrong,24,82,25,22,47,6,28,2.15,15.47,7.14,2.84,3.98,0.87,0.73,0.87,0.4695442670482678
Kailer Yamamoto,Kailer Yamamoto,kailer-yamamoto-uta-r-std,UTA,R,STD,775000,14.54162578826813,2067035.0351288468,1292035.0351288468,0.9810074799326465,J.P. Barry,Bill Armstrong,27,59,13,10,23,11,14,1.98,7.93,6.12,3.36,2.07,1.47,4.05,1.64,0.4695442670482678
