player,display_name,slug,team,position,contract_type,actual_cap_hit,predicted_log_cap_hit,predicted_market_value,contract_surplus,log_contract_surplus,agent,signing_gm,age,games_played,goals,assists,points,plus_minus,pim,points_per_60,icf_per_60,iscf_per_60,ihdcf_per_60,giveaways_per_60,takeaways_per_60,hits_per_60,shots_blocked_per_60,r2
Gustav Forsling,Gustav Forsling,gustav-forsling-fla-d-std,FLA,D,STD,5750000,15.0370069047032,3392259.934880162,-2357740.065119838,-0.5277035080703332,Joakim Persson,Bill Zito,30,80,2,26,28,-5,51,0.9299999999999999,9.21,1.79,0.2,1.96,0.96,1.72,3.25,0.4695442670482678
Jesper Boqvist,Jesper Boqvist,jesper-boqvist-fla-c-std,FLA,C,STD,1500000,14.319659283370507,1655575.5709972668,155575.5709972668,0.09868361729806807,Peter Wallen,Bill Zito,27,73,4,9,13,-11,16,0.91,9.94,4.24,2.08,3.82,0.63,9.8,2.29,0.4695442670482678
Jonah Gadjovich,Jonah Gadjovich,jonah-gadjovich-fla-l-std,FLA,L,STD,775000,13.66832583405213,863134.5211036309,88134.52110363089,0.10770752571664666,Jason Harshaw,Bill Zito,27,10,0,3,3,2,7,2.27,9.06,6.8,2.27,2.27,2.27,22.66,2.27,0.4695442670482678
Luke Kunin,Luke Kunin,luke-kunin-fla-c-std,FLA,C,STD,775000,14.33851806612231,1687093.9762678538,912093.9762678538,0.7778997577868267,Craig Oster,Bill Zito,28,62,4,6,10,-6,47,1.0,10.2,5.2,2.6,2.2,0.3,12.3,4.7,0.4695442670482678
Mackie Samoskevich,Mackie Samoskevich,mackie-samoskevich-fla-r-std,FLA,R,STD,775000,14.517333500062433,2017427.0100591294,1242427.0100591294,0.9567151917269499,Brian & Scott Bartlett,Bill Zito,23,77,12,20,32,-5,30,1.73,17.88,10.66,5.06,2.8,0.54,7.32,1.78,0.4695442670482678
Niko Mikkola,Niko Mikkola,niko-mikkola-fla-d-std,FLA,D,STD,2500000,14.587878840623022,2164887.2523432043,-335112.74765679566,-0.14392244921540787,Markus Lehto,Bill Zito,30,68,3,8,11,-1,47,0.48,7.5,1.99,0.61,3.16,0.69,5.03,3.51,0.4695442670482678
Noah Gregor,Noah Gregor,noah-gregor-fla-l-std,FLA,L,STD,775000,14.407755733772117,1808043.236735823,1033043.2367358231,0.8471374254366335,Craig Oster,Bill Zito,27,37,4,5,9,-10,26,1.53,15.27,6.62,2.71,1.87,0.85,6.28,1.87,0.4695442670482678
Nolan Foote,Nolan Foote,nolan-foote-fla-l-std,FLA,L,STD,775000,13.427448132553096,678369.9944164632,-96630.00558353681,-0.13317017578238755,Kurt Overhardt,Bill Zito,25,12,1,0,1,-4,6,0.46,12.51,8.34,3.71,0.93,0.93,12.51,1.85,0.4695442670482678
Sam Bennett,Sam Bennett,sam-bennett-fla-c-std,FLA,C,STD,8000000,15.290077572824432,4369143.589067668,-3630856.4109323323,-0.6048745268196782,Darren Ferris,Bill Zito,30,76,26,32,58,-10,82,2.4800000000000004,17.97,11.06,5.04,3.12,1.07,4.91,1.37,0.4695442670482678
Sam Reinhart,Sam Reinhart,sam-reinhart-fla-c-std,FLA,C,STD,8625000,15.231695187602876,4121365.8674189146,-4503634.132581085,-0.7384803332788223,Craig Oster,Bill Zito,30,64,29,32,61,-18,10,2.69,16.21,10.83,5.33,2.29,0.66,2.6,1.76,0.4695442670482678
Tomas Nosek,Tomas Nosek,tomas-nosek-fla-l-std,FLA,L,STD,775000,14.079910148971127,1302648.6189890937,527648.6189890937,0.5192918406356437,J.P. Barry,Bill Zito,33,21,2,2,4,-8,4,0.8,7.69,4.25,2.63,2.83,0.61,10.32,2.43,0.4695442670482678
Uvis Balinskis,Uvis Balinskis,uvis-balinskis-fla-d-std,FLA,D,STD,850000,14.605459656644355,2203284.2733239247,1353284.2733239247,0.9524680281778561,Daniel Milstein,Bill Zito,29,54,5,10,15,-13,30,1.02,8.89,3.05,0.41,2.24,1.56,4.82,2.85,0.4695442670482678
Matthew Tkachuk,Matthew Tkachuk,matthew-tkachuk-fla-l-std,FLA,L,STD,9500000,14.828552176289042,2753964.798647384,-6746035.201352616,-1.2382501802817263,Craig Oster,Brad Treliving,28,31,13,21,34,-6,48,3.5900000000000003,20.3,12.06,7.83,4.02,0.85,3.07,0.74,0.4695442670482678
Cole Schwindt,Cole Schwindt,cole-schwindt-fla-r-std,FLA,R,STD,825000,13.812714330637606,997207.6784756111,172207.67847561114,0.1895756653207883,Patrick Morris,Kelly McCrimmon,25,29,5,2,7,2,2,1.44,9.28,7.01,4.33,1.65,0.62,8.04,2.27,0.4695442670482678
Seth Jones,Seth Jones,seth-jones-fla-d-std,FLA,D,STD,9500000,14.989587116268254,3235154.08785546,-6264845.91214454,-1.0772152403025146,Pat Brisson,Stan Bowman,31,52,7,25,32,-3,18,1.56,11.2,3.36,0.34,3.21,0.63,2.29,2.97,0.4695442670482678
Vinnie Hinostroza,Vinnie Hinostroza,vinnie-hinostroza-fla-c-std,FLA,C,STD,775000,14.990542947636278,3238247.827924386,2463247.827924386,1.4299246393007952,Pete Rutili,Barry Trotz,32,65,6,12,18,-12,31,1.52,10.89,5.82,2.79,4.14,1.6,3.46,2.28,0.4695442670482678
Jeff Petry,Jeff Petry,jeff-petry-fla-d-std,FLA,D,STD,775000,15.322983772353126,4515307.154699731,3740307.1546997307,1.762365464017643,Wade Arnott,Bill Zito,38,67,0,9,9,-15,24,0.55,9.46,2.31,0.3,3.15,0.55,4.0,3.94,0.4695442670482678
Donovan Sebrango,Donovan Sebrango,donovan-sebrango-fla-d-std,FLA,D,STD,775000,13.93707003660299,1129256.5305689056,354256.53056890564,0.37645172826750617,Patrick Morris,Steve Staios,24,42,0,8,8,-5,68,0.76,9.46,1.61,0.19,2.55,0.47,7.28,3.03,0.4695442670482678
Cole Reinhardt,Cole Reinhardt,cole-reinhardt-fla-l-std,FLA,L,STD,812500,14.129273424413912,1368565.1653489745,556065.1653489745,0.5214022312278814,Scott Norton,Kelly McCrimmon,26,59,9,6,15,-2,21,1.43,10.12,5.44,2.58,2.67,0.48,12.32,1.53,0.4695442670482678
Alex Laferriere,Alex Laferriere,alex-laferriere-l-a-r-std,L.A,R,STD,4100000,14.5677594519949,2121766.2827177756,-1978233.7172822244,-0.6587380796796349,Michael Curran,Ken Holland,24,82,21,23,44,3,18,1.76,18.22,10.87,5.19,3.4,0.88,10.19,1.96,0.4695442670482678
Andrei Kuzmenko,Andrei Kuzmenko,andrei-kuzmenko-l-a-l-std,L.A,L,STD,4300000,14.870346885475627,2871505.1290466916,-1428494.8709533084,-0.4037786951881639,Craig Oster,Ken Holland,30,52,13,12,25,-4,16,1.94,13.38,8.9,3.95,3.79,0.77,1.39,1.08,0.4695442670482678
Brian Dumoulin,Brian Dumoulin,brian-dumoulin-l-a-d-std,L.A,D,STD,4000000,15.208570409275453,4027153.7112758937,27153.71127589373,0.006765490191288137,Lewis Gross,Ken Holland,34,82,2,15,17,-1,22,0.7,7.05,1.77,0.21,3.87,0.87,1.48,3.67,0.4695442670482678
Cody Ceci,Cody Ceci,cody-ceci-l-a-d-std,L.A,D,STD,4500000,15.07848194065886,3535912.4423663085,-964087.5576336915,-0.24110601408168897,Peter MacTavish,Ken Holland,32,82,1,8,9,-10,16,0.37,7.79,2.21,0.17,2.54,0.54,1.54,4.71,0.4695442670482678
Joel Armia,Joel Armia,joel-armia-l-a-r-std,L.A,R,STD,2500000,15.155428518509176,3818730.20596979,1318730.20596979,0.4236272286707461,Mika Rautakallio,Ken Holland,33,67,13,12,25,1,30,1.5899999999999999,12.04,5.8,2.55,3.25,1.91,4.71,2.55,0.4695442670482678
Taylor Ward,Taylor Ward,taylor-ward-l-a-r-std,L.A,R,STD,775000,14.39192753211385,1779650.459849383,1004650.459849383,0.8313092237783675,Justin Duberman,Ken Holland,28,36,3,4,7,0,7,1.23,17.43,9.5,3.52,3.52,0.35,6.69,1.58,0.4695442670482678
Adrian Kempe,Adrian Kempe,adrian-kempe-l-a-r-std,L.A,R,STD,5500000,15.525835497855372,5530758.349686323,30758.349686322734,0.005576847652672967,J.P. Barry,Rob Blake,29,81,36,37,73,14,58,2.8,19.49,8.9,2.88,2.57,0.92,4.87,1.5,0.4695442670482678
Alex Turcotte,Alex Turcotte,alex-turcotte-l-a-c-std,L.A,C,STD,775000,14.314287559396664,1646706.1194623888,871706.1194623888,0.7536692510611811,Pat Brisson,Rob Blake,25,62,3,11,14,-8,21,1.25,12.34,9.74,5.72,2.41,1.25,4.56,3.04,0.4695442670482678
Anze Kopitar,Anze Kopitar,anze-kopitar-l-a-c-std,L.A,C,STD,7000000,15.524729678557879,5524645.710733422,-1475354.289266578,-0.2366910284617081,Pat Brisson,Rob Blake,38,67,12,26,38,19,10,1.78,9.93,6.65,3.93,2.72,1.08,1.55,2.86,0.4695442670482678
Brandt Clarke,Brandt Clarke,brandt-clarke-l-a-d-elc,L.A,D,ELC,863334,14.90741999674622,2979958.6923149065,2116624.6923149065,1.2388630795381363,Randy Robitaille,Rob Blake,23,82,8,32,40,11,63,1.48,12.16,3.92,0.89,3.44,0.96,1.15,6.84,0.4695442670482678
Drew Doughty,Drew Doughty,drew-doughty-l-a-d-std,L.A,D,STD,11000000,15.31054789159757,4459503.0391911855,-6540496.9608088145,-0.9028579391650755,Drew Doughty,Rob Blake,36,72,5,18,23,4,40,0.8300000000000001,9.35,1.99,0.32,2.96,0.65,1.88,2.74,0.4695442670482678
Jacob Moverare,Jacob Moverare,jacob-moverare-l-a-d-std,L.A,D,STD,775000,14.032899929924485,1242827.9302845134,467827.9302845134,0.47228162158900133,Kevin Epp,Rob Blake,27,15,0,0,0,-4,0,0.0,10.48,3.19,0.46,2.73,0.91,1.37,5.47,0.4695442670482678
Jared Wright,Jared Wright,jared-wright-l-a-r-elc,L.A,R,ELC,867500,13.660492960925492,856400.1072451177,-11099.892754882341,-0.012877829877659508,Dean Grillo,Rob Blake,23,23,0,4,4,0,4,0.91,12.32,7.07,5.02,1.6,0.91,6.16,4.11,0.4695442670482678
Jeff Malott,Jeff Malott,jeff-malott-l-a-l-std,L.A,L,STD,775000,14.08663261833985,1311435.1348807302,536435.1348807302,0.526014310004367,Richard Evans,Rob Blake,29,58,3,6,9,-9,55,1.0499999999999998,14.78,9.5,5.98,2.11,0.94,19.47,3.17,0.4695442670482678
Joel Edmundson,Joel Edmundson,joel-edmundson-l-a-d-std,L.A,D,STD,3850000,15.154080696604774,3813586.704791612,-36413.29520838801,-0.00950300965919304,Darren Ferris,Rob Blake,32,82,2,21,23,14,25,0.9099999999999999,10.06,2.22,0.44,3.29,0.4,3.84,4.4,0.4695442670482678
Kevin Fiala,Kevin Fiala,kevin-fiala-l-a-l-std,L.A,L,STD,7875000,15.095141924697842,3595314.1288635978,-4279685.871136403,-0.7840618179781291,Craig Oster,Rob Blake,29,56,18,22,40,-11,34,2.24,17.93,9.41,3.36,4.2,1.06,2.19,1.34,0.4695442670482678
Mikey Anderson,Mikey Anderson,mikey-anderson-l-a-d-std,L.A,D,STD,4125000,14.642005773489043,2285295.2209126605,-1839704.7790873395,-0.5905708042618762,John Kofi Osei-Tutu & Bobby Gauthier,Rob Blake,27,80,4,16,20,8,22,0.73,6.31,1.86,0.44,1.93,0.51,4.05,4.85,0.4695442670482678
Quinton Byfield,Quinton Byfield,quinton-byfield-l-a-r-std,L.A,R,STD,6250000,14.65063933949998,2305110.8848927943,-3944889.1151072057,-0.9974526822126037,David Gagner,Rob Blake,23,79,24,25,49,-2,46,1.8599999999999999,13.65,7.78,3.72,2.81,1.4,2.5,1.67,0.4695442670482678
Samuel Helenius,Samuel Helenius,samuel-helenius-l-a-c-elc,L.A,C,ELC,805833,13.612143995129117,815979.07899342,10146.07899342,0.012512191138190687,Daniel Milstein,Rob Blake,23,53,5,4,9,-6,50,1.2799999999999998,11.92,5.82,3.26,1.99,0.57,20.43,2.41,0.4695442670482678
Trevor Moore,Trevor Moore,trevor-moore-l-a-l-std,L.A,L,STD,4200000,15.130685279974882,3725401.838089876,-474598.1619101241,-0.11990980327871448,Murray Koontz,Rob Blake,31,69,13,19,32,0,8,1.67,15.33,6.91,3.48,2.7,1.3,2.96,1.92,0.4695442670482678
Phillip Danault,Phillip Danault,phillip-danault-l-a-c-std,L.A,C,STD,5500000,14.955073902910291,3125403.344020247,-2374596.655979753,-0.5651847472924079,Donald Meehan,Rob Blake,33,75,6,11,17,-3,26,0.8799999999999999,9.15,5.5,2.83,2.47,0.62,3.24,2.06,0.4695442670482678
Artemi Panarin,Artemi Panarin,artemi-panarin-l-a-l-std,L.A,L,STD,11642857,16.08062341147041,9632211.568622436,-2010645.4313775636,-0.1895800054154293,Paul Theofanous,Jeff Gorton,34,78,28,56,84,-7,20,3.0999999999999996,18.93,8.67,1.7,3.88,0.92,0.41,0.59,0.4695442670482678
Warren Foegele,Warren Foegele,warren-foegele-l-a-l-std,L.A,L,STD,3500000,14.724036189291306,2480662.4249057034,-1019337.5750942966,-0.3442373371683356,Joseph Resnick,Rob Blake,30,68,13,4,17,0,18,1.0899999999999999,14.6,8.01,4.1,4.29,0.9,4.74,1.22,0.4695442670482678
Mathieu Joseph,Mathieu Joseph,mathieu-joseph-l-a-r-std,L.A,R,STD,900000,14.197789184271176,1465620.3886444774,565620.3886444774,0.4876391419647277,Olivier Fortier,Ken Holland,29,51,2,9,11,-7,9,1.08,8.44,5.3,3.43,2.45,1.37,11.29,3.34,0.4695442670482678
Corey Perry,Corey Perry,corey-perry-l-a-r-std,L.A,R,STD,2000000,15.8585292570777,7713859.9098435575,5713859.9098435575,1.3498715185534813,Patrick Morris,Ken Holland,41,72,17,20,37,0,81,2.26,13.29,8.05,5.12,2.99,0.37,1.83,1.22,0.4695442670482678
Scott Laughton,Scott Laughton,scott-laughton-l-a-c-std,L.A,C,STD,3000000,14.792118008844607,2655432.2590590827,-344567.7409409173,-0.12200483778777738,Patrick Morris,Chuck Fletcher,32,64,13,7,20,-5,31,1.31,11.76,5.75,3.13,3.85,0.91,7.84,2.74,0.4695442670482678
Brock Faber,Brock Faber,brock-faber-min-d-std,MIN,D,STD,8500000,14.789978526009563,2649757.0804595924,-5850242.919540407,-1.1655981954509826,Brian & Scott Bartlett,Bill Guerin,23,80,15,36,51,18,39,1.55,10.97,3.13,0.64,2.8,1.09,1.0,4.5,0.4695442670482678
Danila Yurov,Danila Yurov,danila-yurov-min-r-elc,MIN,R,ELC,950000,14.329843749354332,1672522.8772299706,722522.8772299706,0.5656264857776083,Rick Komarow,Bill Guerin,22,73,12,15,27,-7,28,1.67,10.57,7.05,3.89,2.78,0.99,3.83,2.66,0.4695442670482678
Hunter Haight,Hunter Haight,hunter-haight-min-c-elc,MIN,C,ELC,865833,13.47433580547182,710934.6597465997,-154898.34025340027,-0.19711152282995137,Patrick Morris,Bill Guerin,22,9,1,1,2,-5,4,1.24,11.69,8.0,3.69,2.46,0.62,6.15,1.23,0.4695442670482678
Jacob Middleton,Jacob Middleton,jacob-middleton-min-d-std,MIN,D,STD,4350000,14.846501363523846,2803842.521652105,-1546157.4783478952,-0.4391850395410213,Joseph Resnick,Bill Guerin,30,75,2,14,16,2,76,0.73,6.72,2.01,0.41,2.1,0.46,3.98,5.35,0.4695442670482678
Jared Spurgeon,Jared Spurgeon,jared-spurgeon-min-d-std,MIN,D,STD,7575000,15.40775713065148,4914777.940834345,-2660222.0591656547,-0.4326067787082284,Eustace King,Bill Guerin,36,79,6,16,22,2,14,0.85,7.91,2.44,0.74,2.17,0.58,3.18,5.31,0.4695442670482678
Joel Eriksson Ek,Joel Eriksson Ek,joel-eriksson-ek-min-c-std,MIN,C,STD,5250000,14.99073102208344,3238856.916869631,-2011143.083130369,-0.48300761248436785,Claude Lemieux,Bill Guerin,29,70,19,32,51,16,32,2.29,15.36,8.99,5.3,1.84,0.85,4.76,1.53,0.4695442670482678
Jonas Brodin,Jonas Brodin,jonas-brodin-min-d-std,MIN,D,STD,6000000,15.078904518300725,3537406.955659758,-2462593.044340242,-0.5283655088916053,Peter Wallen,Bill Guerin,32,62,4,14,18,19,16,0.8600000000000001,7.92,1.81,0.24,2.1,0.62,0.48,6.01,0.4695442670482678
Kirill Kaprizov,Kirill Kaprizov,kirill-kaprizov-min-l-std,MIN,L,STD,9000000,15.498961533020495,5384104.35754243,-3615895.64245757,-0.513773602279997,Paul Theofanous,Bill Guerin,29,78,45,44,89,10,28,3.09,18.55,10.04,4.27,3.89,0.76,1.81,0.94,0.4695442670482678
Marcus Foligno,Marcus Foligno,marcus-foligno-min-l-std,MIN,L,STD,4000000,14.53587223809534,2055176.3927057714,-1944823.6072942286,-0.6659326809888242,Patrick Morris,Bill Guerin,34,56,8,5,13,-12,67,1.09,8.84,5.67,3.42,2.42,0.92,15.01,3.92,0.4695442670482678
Marcus Johansson,Marcus Johansson,marcus-johansson-min-l-std,MIN,L,STD,800000,15.597881680882717,5943933.519721515,5143933.519721515,2.0055146742326517,J.P. Barry,Bill Guerin,35,75,15,34,49,18,12,2.54,10.58,5.5,2.49,2.75,1.14,1.76,1.04,0.4695442670482678
Mats Zuccarello,Mats Zuccarello,mats-zuccarello-min-r-std,MIN,R,STD,4125000,15.892521717188414,7980580.548260668,3855580.5482606683,0.6599451394374949,Craig Oster,Bill Guerin,38,59,15,39,54,-5,20,2.9499999999999997,13.69,7.96,2.89,3.38,0.71,0.87,1.42,0.4695442670482678
Matt Boldy,Matt Boldy,matt-boldy-min-l-std,MIN,L,STD,7000000,15.312069657252472,4466294.523967668,-2533705.4760323316,-0.44935104976711493,Brian & Scott Bartlett,Bill Guerin,25,76,42,43,85,18,30,3.26,19.23,9.67,4.18,3.3,1.3,2.3,2.23,0.4695442670482678
Matt Kiersted,Matt Kiersted,matt-kiersted-min-d-std,MIN,D,STD,775000,13.8980512220832,1086042.835516167,311042.8355161671,0.3374329137477172,Neil Sheehy,Bill Guerin,28,6,0,1,1,0,0,0.64,3.18,0.64,0.0,6.36,0.0,0.0,6.36,0.4695442670482678
Nico Sturm,Nico Sturm,nico-sturm-min-c-std,MIN,C,STD,2000000,14.527501777633791,2038045.4170690442,38045.4170690442,0.018844039109572108,Matt & Ryan Keator,Bill Guerin,31,49,5,6,11,0,16,1.23,8.17,5.15,2.57,2.24,1.12,6.15,2.13,0.4695442670482678
Ryan Hartman,Ryan Hartman,ryan-hartman-min-r-std,MIN,R,STD,4000000,15.40132058684345,4883245.3466372285,883245.3466372285,0.19951566775928598,Matthew Oates,Bill Guerin,31,76,23,20,43,-1,48,2.02,16.69,9.71,4.67,3.11,1.08,3.02,4.48,0.4695442670482678
Tyler Pitlick,Tyler Pitlick,tyler-pitlick-min-c-std,MIN,C,STD,775000,14.13602247703242,1377832.9227744187,602832.9227744187,0.5754041686969362,Ben Hankinson,Bill Guerin,34,32,2,0,2,-4,24,0.48,12.06,7.24,4.1,1.93,1.21,18.82,4.58,0.4695442670482678
Yakov Trenin,Yakov Trenin,yakov-trenin-min-c-std,MIN,C,STD,3500000,14.178165607818638,1437140.0320649375,-2062859.9679350625,-0.8901079186410037,Renat Mamashev,Bill Guerin,29,82,6,17,23,13,38,1.27,10.52,6.89,4.13,3.47,1.32,22.7,2.15,0.4695442670482678
Zach Bogosian,Zach Bogosian,zach-bogosian-min-d-std,MIN,D,STD,1250000,14.753282033207716,2554282.7884894707,1304282.7884894707,0.7146279239292319,Darren Ferris,Bill Guerin,35,41,2,4,6,8,18,0.6000000000000001,7.65,2.01,0.3,3.22,1.01,4.73,3.72,0.4695442670482678
Daemon Hunt,Daemon Hunt,daemon-hunt-min-d-std,MIN,D,STD,775000,14.077913155879353,1300049.8344370206,525049.8344370206,0.5172948475438695,Joe Caligiuri,Don Waddell,24,32,0,6,6,-3,6,0.91,6.49,2.11,0.15,2.11,0.3,3.17,6.49,0.4695442670482678
Vladimir Tarasenko,Vladimir Tarasenko,vladimir-tarasenko-min-r-std,MIN,R,STD,4750000,15.599910597965247,5956005.510369924,1206005.510369924,0.2262554219544235,Pat Brisson,Steve Yzerman,34,75,23,24,47,-11,10,2.52,14.89,8.46,3.48,3.48,0.64,3.21,1.77,0.4695442670482678
Michael McCarron,Michael McCarron,michael-mccarron-min-c-std,MIN,C,STD,900000,14.701676981839283,2425812.2672588397,1525812.2672588397,0.9915269395328341,Wade Arnott,Barry Trotz,31,79,8,9,17,-16,93,0.9199999999999999,10.99,5.63,3.9,2.06,1.3,11.1,4.17,0.4695442670482678
Bobby Brink,Bobby Brink,bobby-brink-min-r-std,MIN,R,STD,1500000,14.488264215430181,1959626.0367582012,459626.0367582012,0.26728854935774216,Ben Hankinson,Daniel Briere,24,68,15,15,30,-7,24,1.74,11.99,7.68,3.43,2.56,0.7,4.66,2.27,0.4695442670482678
Robby Fabbri,Robby Fabbri,robby-fabbri-min-c-std,MIN,C,STD,775000,14.015191043143428,1221012.564216409,446012.5642164091,0.4545727348079449,Patrick Morris,Doug Armstrong,30,21,2,3,5,-4,16,1.21,11.13,8.23,4.36,1.69,0.0,10.65,2.18,0.4695442670482678
Liam Öhgren,Liam Öhgren,liam-hgren-min-l-elc,MIN,L,ELC,886666,14.310251869094946,1640073.9153087297,753407.9153087297,0.6150282288851567,Brian & Scott Bartlett,Bill Guerin,22,69,8,10,18,-19,2,1.19,12.15,5.94,2.05,2.84,1.06,4.56,2.71,0.4695442670482678
Marco Rossi,Marco Rossi,marco-rossi-min-c-std,MIN,C,STD,5000000,14.381994265088236,1762060.2255020114,-3237939.7744979886,-1.0429542053101386,Ian Pulver,Bill Guerin,24,50,12,23,35,-26,10,2.4,8.86,5.97,3.16,2.95,1.1,3.23,1.99,0.4695442670482678
Zeev Buium,Zeev Buium,zeev-buium-min-d-elc,MIN,D,ELC,966667,14.206498965571068,1478441.374640061,511774.37464006105,0.42488961445494944,Kurt Overhardt,Bill Guerin,20,76,6,20,26,-33,41,1.05,8.35,2.98,0.36,3.55,0.56,1.13,2.22,0.4695442670482678
Quinn Hughes,Quinn Hughes,quinn-hughes-min-d-std,MIN,D,STD,7850000,15.197146396722696,3981409.2468947545,-3868590.7531052455,-0.6788776930358953,Pat Brisson,Jim Benning,26,74,7,69,76,-4,32,2.22,13.94,5.29,0.44,3.39,0.99,0.2,2.54,0.4695442670482678
Alexandre Carrier,Alexandre Carrier,alexandre-carrier-mtl-d-std,MTL,D,STD,3750000,14.926495367808657,3037348.1323739467,-712651.8676260533,-0.21077103013793597,Philippe Lecavalier,Barry Trotz,29,73,7,15,22,2,34,0.95,6.07,1.25,0.39,2.15,1.21,1.51,6.68,0.4695442670482678
Mike Matheson,Mike Matheson,mike-matheson-mtl-d-std,MTL,D,STD,4875000,15.238439247758881,4149254.542501457,-725745.457498543,-0.16119141465520315,Philippe Lecavalier,Dale Tallon,32,78,7,30,37,9,34,1.18,8.5,2.51,0.38,2.99,0.76,1.88,4.78,0.4695442670482678
Zack Bolduc,Zack Bolduc,zack-bolduc-mtl-r-elc,MTL,R,ELC,863334,14.39153955774904,1778960.135015466,915626.135015466,0.7229826405409554,Pat Brisson,Doug Armstrong,23,78,12,18,30,-6,28,1.7000000000000002,13.26,8.58,3.56,3.72,1.02,9.59,2.43,0.4695442670482678
Patrik Laine,Patrik Laine,patrik-laine-mtl-l-std,MTL,L,STD,8700000,14.218957701714036,1496976.1055441673,-7203023.894455832,-1.7598758819107765,Andy Scott,Jarmo Kekalainen,28,5,0,1,1,-3,2,0.95,19.04,3.81,0.95,1.9,0.0,1.9,0.0,0.4695442670482678
Alex Newhook,Alex Newhook,alex-newhook-mtl-c-std,MTL,C,STD,2900000,14.452627214010716,1891020.5484175435,-1008979.4515824565,-0.42759408094598683,Paul Capizzano,Kent Hughes,25,42,13,12,25,9,10,2.46,11.14,7.3,2.96,1.28,0.2,4.73,1.68,0.4695442670482678
Arber Xhekaj,Arber Xhekaj,arber-xhekaj-mtl-d-std,MTL,D,STD,1300000,13.924219720021743,1114838.0659772702,-185161.93402272975,-0.15365510241002234,Brian & Scott Bartlett,Kent Hughes,25,65,1,3,4,-8,116,0.32,10.1,1.78,0.4,2.83,0.16,14.38,3.39,0.4695442670482678
Cole Caufield,Cole Caufield,cole-caufield-mtl-r-std,MTL,R,STD,7850000,15.415351929824663,4952246.796389201,-2897753.2036107993,-0.46067215993392807,Pat Brisson,Kent Hughes,25,81,51,37,88,29,14,3.59,18.82,11.2,4.4,2.28,0.9,2.04,0.86,0.4695442670482678
Ivan Demidov,Ivan Demidov,ivan-demidov-mtl-r-elc,MTL,R,ELC,940833,14.804338136409696,2688081.0599709926,1747248.0599709926,1.0498172043677503,Daniel Milstein,Kent Hughes,20,82,19,43,62,3,34,2.9299999999999997,13.31,6.56,2.17,3.4,1.04,1.32,1.23,0.4695442670482678
Jake Evans,Jake Evans,jake-evans-mtl-c-std,MTL,C,STD,2850000,14.763858106325804,2581440.4274737407,-268559.57252625935,-0.09897144591902851,Brian MacDonald,Kent Hughes,30,68,12,12,24,-8,28,1.38,9.02,5.11,2.59,2.76,0.86,5.11,2.87,0.4695442670482678
Jayden Struble,Jayden Struble,jayden-struble-mtl-d-std,MTL,D,STD,1412500,13.989355772288237,1189871.3765203855,-222628.6234796145,-0.17151596971449656,Philippe Lecavalier,Kent Hughes,24,59,2,10,12,4,58,0.88,6.46,2.25,0.22,3.77,0.94,8.34,2.32,0.4695442670482678
Joseph Veleno,Joseph Veleno,joseph-veleno-mtl-c-std,MTL,C,STD,900000,13.888324452156304,1075530.355841981,175530.355841981,0.17817440984985566,Philippe Lecavalier,Kent Hughes,26,61,2,3,5,-12,19,0.4,8.13,4.72,2.12,1.55,0.65,13.5,2.6,0.4695442670482678
Juraj Slafkovský,Juraj Slafkovský,juraj-slafkovsk-mtl-l-std,MTL,L,STD,7600000,14.881439592080048,2903535.2146913838,-4696464.785308616,-0.9622192131765122,Gerry Johannson,Kent Hughes,22,82,30,43,73,9,52,2.88,15.63,9.51,4.5,3.24,0.63,4.14,3.08,0.4695442670482678
Kaiden Guhle,Kaiden Guhle,kaiden-guhle-mtl-d-std,MTL,D,STD,5550000,14.028978329555885,1237963.6000286888,-4312036.399971311,-1.5003301561667328,Allain Roy,Kent Hughes,24,39,2,9,11,5,41,0.87,8.46,2.13,0.32,2.85,1.66,6.8,4.98,0.4695442670482678
Kirby Dach,Kirby Dach,kirby-dach-mtl-c-std,MTL,C,STD,3362500,14.203222112195101,1473604.6679476816,-1888895.3320523184,-0.8249731906971309,Gerry Johannson,Kent Hughes,25,37,8,7,15,-2,31,1.7799999999999998,10.92,6.53,3.56,2.02,1.31,6.29,3.56,0.4695442670482678
Lane Hutson,Lane Hutson,lane-hutson-mtl-d-elc,MTL,D,ELC,950000,14.89071308979266,2930586.377449959,1980586.377449959,1.1264958262159368,Sean Coffey,Kent Hughes,22,82,12,66,78,36,34,2.4,9.26,3.82,0.86,2.86,1.32,0.95,4.22,0.4695442670482678
Oliver Kapanen,Oliver Kapanen,oliver-kapanen-mtl-c-elc,MTL,C,ELC,925000,14.663033494449541,2333858.5700023742,1408858.5700023742,0.9254844779549796,Simo Niiranen,Kent Hughes,22,82,22,15,37,4,22,1.87,11.68,8.14,3.74,1.92,0.71,1.62,3.44,0.4695442670482678
